date,open,high,low,close,volume,ticker
2016-05-25,36.44874601836761,36.69124097023093,36.32973076419772,36.602474212646484,32216000,GOOGL
2016-05-26,36.49834412863441,36.75125491478101,36.349575971169294,36.544464111328125,27202000,GOOGL
2016-05-27,36.57322348596186,37.08896139043082,36.548426902857365,37.07358932495117,34802000,GOOGL
2016-05-31,37.131109896821435,37.3651753988846,36.97291724217647,37.13557434082031,42484000,GOOGL
2016-06-01,37.11673326938908,37.26054513375174,36.911924986167286,37.11623764038086,20788000,GOOGL
2016-06-02,36.99921183454372,37.05872137757004,36.54793964597435,36.90846252441406,33916000,GOOGL
2016-06-03,36.7705882434434,36.7705882434434,36.39469343628079,36.49139404296875,24608000,GOOGL
2016-06-06,36.62231898807054,36.62231898807054,36.11600557705552,36.20377731323242,29992000,GOOGL
2016-06-07,36.36296376522541,36.53355094153868,36.24047530192825,36.25485610961914,24314000,GOOGL
2016-06-08,36.67190753588196,36.88564092123862,36.4869395496768,36.842002868652344,32314000,GOOGL
2016-06-09,36.551405174869274,36.8915920551613,36.523139188296824,36.82167053222656,19180000,GOOGL
2016-06-10,36.495862795917674,36.67884825680012,36.22609307985645,36.35899353027344,29050000,GOOGL
2016-06-13,36.19188053151768,36.6471176967385,36.19188053151768,36.294036865234375,23354000,GOOGL
2016-06-14,36.16657764454826,36.49833497914001,36.02723025679011,36.361961364746094,26584000,GOOGL
2016-06-15,36.4447810548374,36.55536684597205,36.265760634052604,36.30940246582031,23234000,GOOGL
2016-06-16,36.09963375182004,36.22013968757735,35.483725874897274,35.91565704345703,45002000,GOOGL
2016-06-17,35.77382821617117,35.77382821617117,34.768635946528406,34.92385482788086,82262000,GOOGL
2016-06-20,35.22436861959818,35.500089654650886,34.98137801259093,35.01708221435547,45654000,GOOGL
2016-06-21,35.2114764995057,35.475794298716586,34.944188709851076,35.15345764160156,30318000,GOOGL
2016-06-22,35.40983715953866,35.41777100647632,35.00468506933066,35.232303619384766,29058000,GOOGL
2016-06-23,35.23627149298011,35.4509961172374,34.725493694530094,35.45050048828125,42500000,GOOGL
2016-06-24,34.22562795004853,34.96105061399816,33.96478331508947,33.979164123535156,95436000,GOOGL
2016-06-27,33.84477214472343,33.88642767730192,33.35730026102296,33.77782440185547,58146000,GOOGL
2016-06-28,34.28513786213569,34.35307687295187,33.961809916190404,34.27968215942383,38246000,GOOGL
2016-06-29,34.42845121722623,34.688300791810555,34.35009643657887,34.47456741333008,43124000,GOOGL
2016-06-30,34.59655672969045,34.90004810804574,34.460183104318745,34.888145446777344,42250000,GOOGL
2016-07-01,34.966000909618145,35.33445369037429,34.89806191855127,35.22138977050781,30984000,GOOGL
2016-07-05,34.96154444049597,35.11576829328428,34.66995568759762,34.95559310913086,28440000,GOOGL
2016-07-06,34.705161889897475,35.35776902803737,34.663506356617944,35.157920837402344,28902000,GOOGL
2016-07-07,35.21444999704518,35.2174237705734,34.74631902224402,35.073116302490234,21174000,GOOGL
2016-07-08,35.23676583961564,35.600758001827025,35.115268648090144,35.59480667114258,29946000,GOOGL
2016-07-11,35.676139452037354,36.147739901193745,35.64886472349586,36.06195068359375,28822000,GOOGL
2016-07-12,36.296010551777066,36.47850036333278,36.07682149960083,36.32526779174805,26468000,GOOGL
2016-07-13,36.474544725983186,36.474544725983186,36.152208024084345,36.175018310546875,20436000,GOOGL
2016-07-14,36.396186247042976,36.505285161253894,36.23005973074089,36.488426208496094,21408000,GOOGL
2016-07-15,36.74628841937157,36.74628841937157,36.43089438119106,36.4799919128418,32342000,GOOGL
2016-07-18,36.593055044872514,37.447492820416564,36.52362916168582,37.351287841796875,38698000,GOOGL
2016-07-19,37.186158559557356,37.519402852180285,37.11772392326122,37.36170959472656,30436000,GOOGL
2016-07-20,37.39344235996958,37.72024345265381,37.39344235996958,37.543701171875,22502000,GOOGL
2016-07-21,37.539729022096616,37.59676039889288,37.2679768195528,37.411293029785156,19062000,GOOGL
2016-07-22,37.555605264775416,37.661230989831516,37.32451352158369,37.652801513671875,20920000,GOOGL
2016-07-25,37.5734550873279,37.67958022370046,37.394434656748906,37.565521240234375,21466000,GOOGL
2016-07-26,37.56551730443537,37.65180592231987,37.3289736696409,37.571964263916016,23792000,GOOGL
2016-07-27,37.63742191548351,37.909174098131736,37.48666749904121,37.786190032958984,32172000,GOOGL
2016-07-28,38.12688319509839,38.133330155205364,37.643376320784256,37.978111267089844,73464000,GOOGL
2016-07-29,39.558546365718506,39.86748965197744,39.17620459857705,39.24265670776367,101810000,GOOGL
2016-08-01,39.01107110759106,40.04353807350582,38.9302381893422,39.71872329711914,60594000,GOOGL
2016-08-02,39.539706284418166,39.78716134985954,39.40085450088941,39.678062438964844,39928000,GOOGL
2016-08-03,39.497059741976315,39.649301075841734,39.32597315639033,39.618553161621094,29206000,GOOGL
2016-08-04,39.5848298354815,39.68202608054632,39.37060083648168,39.535736083984375,21520000,GOOGL
2016-08-05,39.67756561496506,40.03015076539793,39.56350663425749,40.015769958496094,36146000,GOOGL
2016-08-08,39.96965894919192,40.04900500286693,39.75592553014706,39.93147659301758,24426000,GOOGL
2016-08-09,39.89476494546879,40.33314305393591,39.87344155144007,40.04304122924805,32154000,GOOGL
2016-08-10,40.02172741726488,40.21165549329873,39.99395705714359,40.093135833740234,18370000,GOOGL
2016-08-11,40.191315100155975,40.36041915480617,39.96964789374153,40.0787467956543,25646000,GOOGL
2016-08-12,39.92452464166716,40.02866347512785,39.8526168244554,40.02172088623047,17946000,GOOGL
2016-08-15,40.02965429641467,40.235453816280426,39.87195726934371,39.96766662597656,18596000,GOOGL
2016-08-16,39.84567570725377,39.88336621033289,39.523339048868735,39.73112487792969,21158000,GOOGL
2016-08-17,39.67211658152882,39.95131085748186,39.48863168030522,39.940895080566406,21322000,GOOGL
2016-08-18,39.93791799504578,40.06883593864311,39.75294622200664,39.80848693847656,17292000,GOOGL
2016-08-19,39.66168959744993,39.73310177824422,39.51738591598369,39.654747009277344,22416000,GOOGL
2016-08-22,39.59821849911361,39.63739588701339,39.390932093681144,39.52085876464844,17056000,GOOGL
2016-08-23,39.695911586274086,39.72169942636103,39.47325310960791,39.50300598144531,18350000,GOOGL
2016-08-24,39.51639840253241,39.59574444443538,39.21389823877548,39.354736328125,25672000,GOOGL
2016-08-25,39.27538982695256,39.4102765832393,39.03884615787921,39.24067687988281,24054000,GOOGL
2016-08-26,39.299691888546334,39.64236070790431,39.14695491713737,39.33589172363281,24978000,GOOGL
2016-08-29,39.32745977997956,39.598716386747114,39.19207739937307,39.46482467651367,15474000,GOOGL
2016-08-30,39.319026386657725,39.5729283869087,39.14992233499226,39.271419525146484,23348000,GOOGL
2016-08-31,39.15637154554596,39.25406341884714,39.037356276639436,39.16876983642578,21428000,GOOGL
2016-09-01,39.274393783780425,39.319522501186384,38.99421209636444,39.24563217163086,26070000,GOOGL
2016-09-02,39.43755303317884,39.52830232852005,39.337874848610355,39.51689529418945,26998000,GOOGL
2016-09-06,39.59227244752184,40.21214923065979,39.4454868057042,40.069828033447266,39790000,GOOGL
2016-09-07,40.06535511520292,40.197759920590386,39.856581839226074,40.06833267211914,22906000,GOOGL
2016-09-08,39.930970295705485,40.08965857723117,39.72219322322258,39.81294250488281,23554000,GOOGL
2016-09-09,39.61111610723417,39.758896784574546,39.07951049554909,39.100833892822266,37752000,GOOGL
2016-09-12,38.90445871011842,39.68054183541113,38.85387428493225,39.61359786987305,37274000,GOOGL
2016-09-13,39.375063413723495,39.463334549811115,38.89502975873551,39.11273193359375,36180000,GOOGL
2016-09-14,39.05371784004065,39.490113445419176,39.05371784004065,39.19901657104492,25842000,GOOGL
2016-09-15,39.17670633103821,39.85311505544717,39.10975858250415,39.73310852050781,31144000,GOOGL
2016-09-16,39.623512960897855,39.623512960897855,39.35572575706211,39.571441650390625,42612000,GOOGL
2016-09-19,39.72715541149446,39.86997600750059,39.352751232306396,39.44350051879883,22990000,GOOGL
2016-09-20,39.67210906625243,39.8084826978531,39.58582044325571,39.661197662353516,20984000,GOOGL
2016-09-21,39.73459646229607,39.96519258740044,39.4752387210365,39.92155075073242,26970000,GOOGL
2016-09-22,40.168011803845225,40.61729757663681,40.054452234070325,40.46307373046875,35186000,GOOGL
2016-09-23,40.422911312380904,40.515147500226135,40.30340039307925,40.41398620605469,28234000,GOOGL
2016-09-26,40.15908672984777,40.171980650024054,39.694425108236764,39.803524017333984,29454000,GOOGL
2016-09-27,39.76286025686579,40.34108145584214,39.76286025686579,40.2042121887207,27346000,GOOGL
2016-09-28,39.87443357104302,40.18040687743677,39.809967758800916,40.170982360839844,29406000,GOOGL
2016-09-29,40.030642820692655,40.36190454568348,39.71475315916564,39.80302429199219,27000000,GOOGL
2016-09-30,39.85063332153985,40.07329178970308,39.7464944906586,39.873443603515625,33204000,GOOGL
2016-10-03,39.79856435558325,39.84765810849905,39.485156586603146,39.690956115722656,29784000,GOOGL
2016-10-04,39.92005747967014,39.9944434366282,39.655743490603086,39.810462951660156,25174000,GOOGL
2016-10-05,39.96965218742491,40.093627537747835,39.707320679083224,39.73310852050781,24276000,GOOGL
2016-10-06,39.87443373793204,40.01675869450655,39.697399622135485,39.82484436035156,21998000,GOOGL
2016-10-07,39.966179435986824,39.966675064939814,39.514411753622035,39.70731735229492,23262000,GOOGL
2016-10-10,39.866990071775454,40.53397789184133,39.78318339193587,40.374794006347656,29922000,GOOGL
2016-10-11,40.374804560718644,40.65697258095822,40.037591454310316,40.146690368652344,34432000,GOOGL
2016-10-12,40.265207629577795,40.39116548922834,40.09610734911758,40.25578689575195,18158000,GOOGL
2016-10-13,39.97312233863162,39.99741950780033,39.60367446068782,39.87443542480469,27380000,GOOGL
2016-10-14,40.04155648128074,40.17247440941919,39.78715884269366,39.90022277832031,22238000,GOOGL
